account,amount
25MeYmtLWPCfBQpM8CMrVSogWtazJYpjouDZvyZB3Vjs6YuS,1154.346
23NT26yBBPJHXbtnMNeiiYjipTgADrUfbZTwiuKzWweiUTgh,1153.232
23rx1itZ3eqn9NMqQmp3TK5HB673PBnCRT3VL9JXSeBabJPk,1139.384
25NAEZpf5bYPhtTnPShJrVM4TktNhHxsPW5v3bMqvDF53syb,1111.238
23bCw9vmdU2CMaq9dyjiKRfZpBPmNZ6D1WQWB8Sh4ntZZKCw,1106.455
26UzJAuia44Uh6r1GG4qnroMz8jihzMYj3zrZyCFt7awbCQ5,1104.801
22PL1d6vwEWe9mF88h2ckpALqcAXAVMVF7joKvcaxCcTFb7S,1101.535
24We5WMcotp35BDFfBQKUAn6PwFoKjkGoxdwGtxXSpruSsMC,1092.009
259KZmsjCQkipGzZmFgZDLyrGJAEFHPvLCo4qbk6AZAKCmPT,1085.509
246oFWZZyjrtGre91GjU8C2bvwyce81nzwhY7ArajbfQmbra,1082.06
24v4GZxiMBXPMhXUaWPfWUA3hr2QUtbDykt8VFsZXdkbaZAe,1039.777
25Q4CK7g3Hf2TtsSfDT6JPxEkTEFWqx6WxJsiXTskGdEQMmc,1039.197
26Gt1AGdMDsxFxgfATfVozxV2G6nSDNhxUzR6eqNDGdDgfuG,1030.907
21xksZeQXWEpagvUMiH6TsDBjsUbsdXiNoZdxbjh2MMJ9NY9,1022.078
24onGyhw36a9fnFM6QhvNgRfSrJnJ7kg1vphXXkd8if6EYwf,1009.948
21LvXyV6tECDdR4jHnXDCBgXZsAztkd55e52QfUSuemY2juh,1001.132
23x27Eh7M4rkQdQmSgmbdg51fcY2Fpk3axrkXYNjecZ6eLjM,1000
25MvmSLyTw6NHpdtaz8tnjgJGjnCAHJmkMYmLPFLsNn558ti,1000
26Jy8kfgn5jVZQ1Zcwrou3QBXauLgGtKbu8fk4QvZaMfoHib,1000
22xT3P72kHqspcXMCK5dbHrFFv8twsig9bqT9EHeBFFWtuAW,999.968
22nG6U1yNfVJjJZBaVDVyMeygHXfBrBEgHZMiCvKUEvS6Ndv,995.469
24uEi7tckurA7KamBxEfSJs8QUNRvgkxdWG9XUGrBERjR9a2,994.72
21fmkAYHUdQNLR5JvZjoMuypkZuHBHrFUoQQjFaiZH5twMvk,983.114
218K2CXwyKbwnLjVtPXd99yJDppBfKRX3184tiuZBDPqnzsn,980.458
24974TVUZJAwUvn4LHQibBCngNiJ3kgvyvdAR2fvy6H3iSdN,954.268
24vFUrqcfXzhNtZiC4jH6igFMqNEVxoNVdMhNLm3encAAAHx,952.308
22xjBRLHcRCg5k5PZ5ipaYANTq7krx3BpXJyFymNzM7BpzDL,951.071
26VVi7a5DrdGLUCVCxsykKAVxwcwrRunWc2LPbTsWKAHxCvC,943.569
23ZKcFAT8bxjamwjE7PphcLdMD3YLTDweFvSo5ErLEsQYGJU,927.967
zswLT7d3KCCBvpXaT6MfUJLdP5u8mXyTj1xNzcUgieMRt2x,927.713
25oXzQC71Lv8FUSCDm2coq98Rwx9jCHwarqTdknFUs3dbeqY,926
21X6gE3nDBdBAfhH7AQcPjyRLYkvBVbUqZyqMyiWhR4HwJFy,923.793
23bk7MS4oVXCqUMpEs7NtAiNGr3wyNqyXYcupFmDDimbKy5F,920.79
23s8JSiQcekiUCNu3pny2swUktQKAqDDcFjDs2hKY2giUsfK,917.67
22WVJpkV5gXVBtyfsPprEhTrggVToNyx7UhNeHnctj72Lhqm,913.191
25Qnabyoj3VnoLQyYkbSeXmeAgiG25DS8LL2RRdG4UqZAsYw,908.972
252tVWfa5r7JVj7zgwawZKrP7LACw9jevcHtieTatgqtWviM,893.218
23upYMVezirwcYi5nzoc1vRwAN8UEUPX9pkV6JWBXNHx5HQy,892.148
23msK6jrBNNdVoVXfcSFiASpJSjWCuHbkdo5zJAwC6m3ARR7,891.468
2127xBwbN8NhdKNV7yKPmAWRPbhZWzPrQULg2MTzmCSS7fPf,884.34
25Yk8ybYzMw4kuCqjc96Y42m6rsQgkBasR2YHji9g8tXyVYc,880.33
26T77bLuzkuf23nvTxSU5M1nBo6uKech6XpKUkXjsQvPDZRx,879.122
233p8eHKRKEEQi5VXqr68caUYb6gJuiA3x9H2twY8Dt45NVZ,856.521
24ghvs7jcpDtCXPwFv9MjpvaCVTPwVaQbfcnXp1grM3mxatH,850.117
26V4Vr5EJTNHRZSTpH1T47Evc3YgN8R6Cs4uWpwGxFT1NzQ2,846.723
21Rbk2aTuU4Eq1euqSv2i6YHJzurCa5W6d7dRbL2KJivmwpS,825
24b6DrVw3QRkSKNRSS6g6Wqe9TLo316h159DgRs6Pb25rVyn,810.974
25otL6iBPq1D9wCZDbLKmrXR51xoQNuy1eTTeeYXThbLQHvU,800
24BBbnmABz9bFhdrmDPVARVvUzoQNGQizt2Ez7gtUST5CC97,800
22CDfuKPYsiUhdub7BGPK9HnArnGUzYV7zPDU7pCv9Sy9SxV,793.958
26aip6t3hupmbtGcy561FCw1NLXnZBLXusr8BPd2kEnGAmhF,788.197
21ccMtRtji53S7cys5pZGQBw2BBpUhHMMEKPpBRHAGh7yNSk,785.773
23Ev21FSrpvMUodrgDGAAY7ww287YFfapzzFds4xAZgvGYHt,782.531
22YeGA9WgVbMuiAYZv3Ui3P6vuWitvKBjmZ9N4vaCzFG7Dxw,777.28
24BDktZkdVkT4vPUuxN6neJHBfgTnPFf6pzD5nUuYFkREknC,767.804
25Qy8VxVpzwxCqQYHND1fuSVgUK8CpYEFKGogg4QjPEJN7hm,755.464
26AexDqPSe7NGPUtuGf9P8HfEqgBHK47JJB9UQDGAJ24FhCq,741.578
22Bj7ZyGVjYktDd79h69mgWev2GeiGbZjvRxLrpMgXnHAxDK,736.706
24pDHyTWXNzJt76nbTTX3gKFvbvN9gtYNCEbTWjHXa9a2KHn,715.168
24vDmpc8ewn25Ej1NDh8NGCBroKpc2UmqpmBoFoupJTEhVJ3,713.931
23sxWT6v6eXxX8ouTedM2Ppd7hMxvvsyngJRaK47ne7NCtC4,711.342
217xNVev6CVSpwyvtgLT65V3gLNdz7nSsAPAXHYU58yjkakk,707.943
22pjCQJbM9ZC55UDEGGcMVrvASAcVQH9Du3n7ajsD1kanWuq,701.397
221FDoFzSr9RfCmhzGstoTuwLreY8RxBPK27npVe1voY3fMc,700.204
24aeK3rnkGFeiN6aHUWWhF5pzAvu4ZKRpRmw28t1tzmPfkny,695.6
23EXTHEnPwgjkeK9gdnnHmrEHVKhoFWf4W8EwmKaiBcQzrsr,689.898
226ojT261me6iiZdTgkaQa7GgSmhPG31p8DmW8PXwqxkLEgt,685.693
258Mq4S5LoC5x9ByMHAdWqFmx4wKgoHbXwNzhQP77nGZJKUp,674.487
26YQuEoYn9AGSuHgMGpS3PK1AJTo2TvMW6stYeP4SBiYgAda,673.482
21UqzwGRVHcoCB82WaUvzpDRR8Usmw4USM2ybDnDK8V91Lzv,666.497
246sfKBXQYRnWNVK8mxDh52x65qdiQi6JMWdTuLqfUJeyKaq,665.398
23bUgQW7Dujt8tgea2UMxxRPAWwHjwjc7Q6foEa24y2RLsbw,664.891
25SwncgHmPo9kXcZ2d3aEvNedWybN1J4huRD2VSbeEEANb8x,662.822
259G3P2VoxvR82j7vCfqjFHk2AnNFKsMGRRRCNZ1xTXMjkxU,661.809
26XmfC9H2mogwkMU6cgsgNE5dP4RnbJAMQbH3ihbp7dim6KS,653.07
21Ue9aV2WbaTg5DJgAKCyMy2BEjRpEMe97KSHFgzVTSgRTxc,651.478
227B3ngyAe4UDbXAdU96wAXWGzRcB62gvifNaocgGCoAddAr,651.115
25Xr43DZsKpg7ukjZL8GeVe6v4Y5W24A9Q1n6EYp8z63BiGT,644.644
24YnCPTK94ZNMTLjfw4jVYdRuSS4wBnLPwPJLQERvuU9248V,643.353
25ggQLBegKnMa9HM6iSpPEpy6HyPR8TigJJNTPEa68rrdwp8,642.02
241amNFdN3nn2xJmC7betqy1CuFTdVdci2jov4fRRCsGtc2y,633.21
22WJ9tAJxkB4u2uDCyqgJ6LC2wP7qw6ThPVRkPzmyy56d9De,630.242
22ZAmAjZek6hE8CmJoraTi1tBXnpFgS9Bmy7gMvKhAvjvDa8,623.845
22AFUBPNUW9yQgPs1XN97zzr2MrpWHV3PMCMGNnLyQV9CywD,620.17
24Twx1XB5q6jCVgoxAbAteVGBExkiuTSGRiN466QJcu8aWHm,611.642
23jaXoUZ9kuWY4bPRvTQfMssNAM8hSAVZrK21X1kiHT87jZh,611
24gGxymAd3SCWXfRvUr6gtkoLqbDXLZiTdu6T5em2iPAdTWr,606.848
22bJ8w4dBgVC2kEeafJtrnZXMtfJoEWSvaPcCKrtXXCB62Gc,605.582
21Ro1nAd3G3GQBssm8M1D1WJu3k7GKugG6pJazkT7DFSh9Cp,600
22eCsYhLESG76B4S9hvk8CXfQb8aKtpYYFYTQUKyZ2aTgUkD,600
23bjRGsvBQNRmHgwhfbW9Zpmf4ok5osWZE1zmJDrvqn1dEu5,600
243FwsWarVyifeH6ypkDr6aWrPVL8cZ1NfCWr6vrM8B1SwQ5,598.468
21PVLdzJKiwMzZScuSUM5Y17TKTzPayK5w7yPZdT4m1vEd9M,596.876
zy7qEF8UnPd2o2pJU8y3um9eER2deM5UQQfv46Hu5HZqVXg,596.812
219N8ubYpgwfcQ2GXST8LZ6aUpgQcGkLwzk2GZr57kbx98uK,588.021
25Bbknw4qigAwbkpTstBJbgFbifM3Yd1oz8pe8uiQfMjmUw6,583.679
26Ap9XKUGUNx2JqkDqjt7pYZbB3dE531KVRmeK5LzzmyyDho,582.772
248TttML1Q1rNJiuVGTa5cM3rRznUfgb9vJBxDzqrpPQwgV2,576.823
21y8NtYg5DC19YKUjbwXdixpJ3JjiECcZAye11gs4xqdWQaN,576.111
239ie5REwWFrJcPp8vQQC9fzEFZ9UbdK8soznRrMSM7Zpi6w,572.106
24pTgZu26AvXgakngF2qoyFGjkyZ1HJatLKZkPki7XnwJZqY,571.739
227NU9kRi4nJFnMnKhdcebGhyq2kpEh32H8P1oYKEo8cTbHD,564.074
2633T4QWTysSK24Rc3fPNndjSFyseb8WfFquuGisZQuAiy1Y,562.868
26MFpDt375iCrbdPJMBaGPZWPiPCsRXEKsFTcZT1DVmB7mBH,562.238
24n5VDtoM1PQNwFHXCbP7F2fCyHENes8b15aWFJzy46Zkigz,561.572
24WFRFksekCMxdgPqYpbzQwrDVH6unmEnPwLqhJvnq2WV8GN,559.571
21NcsipDSUnRk1jUQnzjSaAcWJiGX3y45Q7KETHpdPNaoRLk,532.398
22xMXjtmQs2zgpcCNNCd9Wa28scSwgowKjSXsLwvfM5mNk5w,532.08
25JmkJ2sFRfGrftWd78tXpVk5gFS6zLzUDpyvuswdLtqGe3R,530.468
25pMSNLQUm7m9jGmSnWpn4Q7uZqRQ2gfNfCJ4GxjeiQfxuG5,529
25wRMxWXhS4uniqGwB1NdkZsXrhxs95SottrUweGzP5KNQu6,528.564
246kuEhgVchwmYYZxkfj8LGgcLcpLGFxJxU4gdkL3cpHgMEU,528.284
219RzSFT8s4kNxEdH9VaW51TeY3Ndmer9CTs6foYTDvp2UTU,526.198
26VUMVzN7uwvYjHHER4dQSHoJyj9iXNUy26MrWCJFU3hxv6z,526.171
236xqjBuvAW3d1zXaV1NFgWZxVL4Bp86pcsdWKcNLdK9vDng,524.69
25j1bLAErFtHjw4ZFQZa6S8zhsxGNTiGHFxnEow3A3y7hR55,524.561
21CWY64zwnrQR4tfSTkhZSoCELTLT9EtXPLZB6RDgaJMNhwA,524.548
25uxQooewTHYuT8tUE7RLDXYpv3R6zVWaC3kxcMCYot4wAtM,524.056
2246XXKqWwgGYcnKGPRzFPUzpLUbHs9m8WhybJo9hQPbN1nD,518.085
22xFZ9zNRhhmF9VsjK81fFY6XAeiQxFy1QRLLh7YsWXdK5Y6,517.992
221vGqbPp5WfevaY2dqEg6wQArakca2URSH3zsKSsvWgR2QZ,517.946
217UGu8pjAFpVegSAyEMCx33CB3s72xknMsAj6anVRLqDPTF,510.672
21HQn8RQQYXSMa3nUw5aqSTpELQNYiAdgoUbqtY4s2Ev6jZt,503.115
251StxkCPPpL1W1n2ky2Rp3ZUtRJWGduJDJ2Y32sh9HQVGoZ,500.749
25BCHBDnvDS7HMPzFZZvFoKN8x2t5QcwEw6pkBugbJTrZvWN,500.185
22k9ZAM3AnFh2nfE1PzABhmjr1NdSE7cj2TzJPSbfL9j8NZh,500
23axsrY8QWLoESkCFB9moBq7hWkDtV9kQawnBzEHoFzvmCoA,500
22jaa3quFHonrHnoibtt7qgLsvfAfjaCCtUz6Unx24oGrtjB,500
253auA4ve4xSYtEqHHirjNXAAeJa3tGwJcDaYxt24kxwsqNc,500
22xwt4byerSX84ica7TGxd1bb7w7Tnxmp4C19duodwCxW4QL,500
255ptdbojwXusUG27MgD4dGbyaP6A5Wm6P7jYTBEtFemF8pQ,500
217X8VMKrzgx3aQUMQoQMebiMRine1o1koAHTu7pSFR6emRq,500
26GQYitfTFcWVTZ3Rp8i83fEGqkV7xQSVKZDGP3nBNQMxnLh,500
26Jfy2xpDtsVxjpKAq12ooxq1hKAivQhqh4NYbdaZXCuJU5K,496.752
25YppugeMmVmWcQC5r89osypwSFishhpu1yyxhsFm87b7bNX,493.829
219ucq42J1zoGsSKH88wXd8VhdnPHCdiR9pk7mV9ARzZkuGc,490.004
21qi8aPvJJ6QkivdoP36oPiM7ioZ1UWJqSgyhd1wt1UfGDwi,490
23mnazbRSnkKZ1q2Vx6kvmFcEF4Q2ZtpiSwA2e9vUTgsTuB9,484.768
26JWFRTckmXGP7GcgdsRXxbkYFaGvzaWviCgyhsBn1m13sxb,483.907
23nN6gcBB8qtBL3bQf4gPifpoL9sy9T61zMN6GNRiVUfqvYm,483.517
24NRoHJMAjqh3C6yFnfBopsYkwziCPwRKTXtxuQS6juQRYQj,482.84
24wrL9rPVYfjbxfvD6vs3mkKSkzCUchhvMsy9EHU9Vm2Ff5q,480.697
26VfC8mDdLvTdZyKVV334GBUTGq9WAcRgtzKUo29yy51rnyK,479.106
21ezoTYn1LT47xgXA4WVqvXaJxX2QUUzLFdomK1tHL6yvjpp,478.313
21WdGXqzfhbcXRPFSByDaNDKWzCAH1AXpLqBqqjhnJgW4vwM,477.675
22jDLLcKGU5yehufm7S3FG4zhrRYr5fVsg4zGyUtbMSkp8r4,465.322
26Pepc1K4fz81aDY34qTBTds5VRvFnhMpeE8AMJpMbzc5FTW,462.35
24xBY8JF2AWgZPjq7ewRr8vTT1wHaWKrhPUP6cVQrv7nmY1B,460.697
24GefeUrK6T6t8HS8Esxapm1k5kFTTvEHNCcmHn8pYGy5jSn,458.177
21kt2qzXjyH6fBeG1VRyB4adFjbwramsVczNHca13eua96pu,455.724
26XVPCcA99reSxkPYk1dcEWApKeQsEZWuuVCFMHjH3dwGYeg,452.52
22Qu85EQeYowhKuwhWVoru4Cq4Xj33Sa2cwpmhitY7BFNMzj,447.694
23saBrwkmEbo8Q9gjE8u99zL9g1KJGEGNCzfWr7n9pzxMrNi,445.761
253dS2cHqi5pb7WPucjcPMDvL6R8Kgsyvye4nwHAdg8XDDmZ,443.393
21Hag9AJ8yja8pesxxYGfKMxKobohfK9jjUUMbWwy61kvaSR,441.854
23gcsrcpBgRJreDTa14w8fxPb3WqiT6uPQBabrUFReaTk8a8,441.102
26YQmYbdk6iEp9YSG94u4GgGoYUk3zoYWBdGJLTcRuBxXKFd,439.096
212CdcJmC2BqPqCUiKfYn3mAg5HptdScTTYqpP4gAoV2HtXC,437.172
23KpVpFUT8PEnhirH8iRJEQ36QT2DWptTXFacgNiFAm6owtC,432.181
253ZciEEnuB6VumNm96trwzVQiJX59HnY3hNccs1sdub8Bg5,429.881
25DpBP8HJ1k7JJqe8KQruGEEAFGAuPjVoYfhef9wUpvpW8Cj,429.408
248ubcCQr6eJ4iMd1oBmw5KYinUjMuSHwBg1hjfm73uRtiTR,427.501
22L4HRWp1ehDTRXeZMh2aGFkcCdpQhsrDEegHgmsRei5dgRC,416.889
217ii9FrjxRBJ4uT5nJhefgTNkwYF5kdyjvpi3HKRpDEpEW5,414.099
24g5oZZokM3q1vN9cbSjWagGRaV9f4qXg18wCGwSe5LVSrG2,412.196
25bSEvYqvL7bchtGkvme7ycrHb1hqMvcepsMApmNiR1T9ikf,400.967
21cSUPTMCHv3iwpw3Xh4D4ctth5UM8jjw4m9vtNoQv4wyGJ5,398.384
23Cd2wEJ5qZyu7wMWRHQZVwEDiPfkWN9A13M7hAr7dx7tQvh,396.228
21jbP63FPxynYVCZU1f6MeVynDPX9J4CxqBGoS2mvm5DfXUt,396.142
26N7EsAXs8dytGavBc7iXejEjtQdCcSiuCERSSD5XQkMmnE7,391.045
23ZbSHgjCPK64Twv7AyhfALHfAHofYihAzDdsT23tm3JQvdW,387.912
243Du1HSVHWSsFuMmZaAQrcAa3na6UTxagxTuLnLzhkdfngn,386.623
23Z1Z7EPKzRGKaNrVQJDDm3fDU1kt1zyM3VSaUfPd2S1CK8H,386.313
22Cweiotk6uh9BtHtQ4LW4d1MXAmMD7NGE3nFX3DiPwRRwBj,384.093
265qNFFUr5nXSBv9uww8b2FZ1FBeh76FqaznJv3w8ypRP4A1,383
23gnPU4HGg6sPwx7uFD9a9dZ4AEFBXcM3QgmGKCZe3qbuQtK,381.511
24rbfJeuHfqES95QXqK37Wcp2qogKsRjAp1Kxw3FneznvzEk,372.363
23p8jHR83Zm4ft1ifJMXdksotXUMTYgxr467uhuRcbSnt8dv,371.388
23ZWoieE7jU5hyxsccWqfokdWWhcWmajm7GxhE6RQchPwt9s,365.834
26cjowFtydyWPg7txVmBFXtBjMuUZRCJ6XWAUjpfG9mvGemx,365.563
24uaqUVUiYVnPQdcL5QqZRhnG9xd1WYSbMQZaSvTRASjxW6d,364.884
25YKaaANx175AbErRLbz6ep3PC2MiV6TQH6YMuMsvjrE18MA,364.434
21X37ubVNPUPxDpkhohpUhEuhazpY2c6g1ZQDQ4x6A1y2XQ5,360.742
26YNKw4V3TvLtECmSdfuEWNkPBfGmjNxftuExibCm5Gpgudv,360.18
22c1FpFwGp7zXABZe65U6HscXPtCWSJqQt8YKYbmZdMR6WvC,356.327
2468mdVDBVEHCRKFu9t5E5yrhUsRdMo4JaZFB6GDCjL2LeFh,353.074
26Xt6n6j2LUNKGevotpARSbBEf7W2UeGHavZHSpEo5WX9XyL,350
239i5Z6pn575javLs78tCkEKAc47EGpQVLYzZ45AQidvBELa,349.575
26abxXrs91o2Do9EKkVMYYMcmC2FQnrTRKLpm9GMe4mU7sTU,349.224
25gm55Yibp62hf7bu83wspPYHtQKJGJ9g5LFjeFnFF5FTbKm,346.061
22GuvZzKPjLA5xBy7cBYxZAFTTdv6wLSb8ns7kTmuMdhGThR,345.908
236ypBifWVaJGMpUypCc1sUi38gDNa8iWk7FyMSSE4EojvuZ,342.713
24rYcGFviDE1NNa1Dm6Erxwi5G8rQpXT46fCmP5a1RJ5D1pD,341.999
21ePS8PDHJuh3LJjfoo57DZL8AQuSt3GM8GNrdjEoZUchtiv,340
24VaNNbyGhP6QcYHVPWxSwBJAvvrBWT2ZX5DiHpyQNzCd1u9,337.831
26BN12jzBFapP8fLjKKUcpp1bGkzwiyT1KLALRQwx6u1xr7J,334.686
ztgy6DuoqEmusZvsXN6EBEeLyr95MyhdXFnFtwb7SVkPXet,334.541
25zDRkE7NTXur6KLgDVcNmmZUfPWyKDp3cVbyQyMjVpv2n7p,334.373
21ZLEK9Q6KdoUEvridqzZpUyrtjgbY8G6xhQPt4ciLHfNGzZ,331.508
23Yu75j43JVfsW1JBZaxbJT7SG2vdCRomhDkf6FKvp7Ms99W,329.617
22vCN9LwkPCJ4Q5TmvgVYCn6Wf3p9XJjo5jvNxgvRLTLZoMF,329.5
25Ktq3AWSNaJFxdKQPUPhrxUWL5ErXrZb6DPJb68JZJF9fNt,328.283
zvjNKw4xKiy1hfbahHqyP36N7xGPJ9AVPWMrv1UXsP2Grj4,328.118
251FoY7HfA41mzMJhBPqvxMK3xQ4rQdMBAGi1dnTEtbrd7xj,327.644
25VH83pXEXTDZjNcnNapfY7i4Dfumy5szwXZBVcm4tK6JgJY,325.853
217CkzAPnC6NkmbCnHFfgsfCsNopwSsy562unV1WAyYpvaCo,325.035
268PCPTDMnBoEMQikv42FWUkkqGiWNHQ2M366aLw6eeEDg1Y,322.61
23xVwyjqfQA1byXVZdDQgVzL2BQGpJFb5yosvLKFbW3h2UEh,322.242
231nvwFjgtV3veSF97T7AXs9hxwQo6eJ7UFspNPMgbdjuAAb,318.924
24DiATWdGrELcma5kgm7jvkv45sdsD6QyL6wE62aUbrGTNTo,315.632
23xVjLM4jmCo5F4nyowrodVRmZLH71KD2EW9FkePCJB42i2C,315
21CDdBwXAxK5jpjWmC7owHJHVMSHvKRnYj5YwQ1bcZQM7JXR,314.822
263BDzVBXBn8u9w3BxHb9LwkwtLByKTD43YQMtScb4knewNn,310.48
22xbAHTpVJMDw98F7H4gspDce2fJVh1sVpMN7p2KvWqKUeXJ,309.938
23P4AkyNFPdjKFoCe3qdiVeQ2z6g8mQAUz1qfrWT5bQw5KeP,308
239yBQPcGxJ1q1DSq37KV25W5XyWtNxdNbV5EhstcXSJj2bk,307.325
24sBc5PtNJN22KFSk8Ct8op6ZKGUmRjpdyJoTFUkt7mZzeTQ,305.131
22RigKDbzTMx4BpEzAs1hcuBdG4cVma7sKgxEGGsodQRoA8v,300.939
25MfHRRRMufcxJfaewW2BopQxQcGP6rchEaT4LycW4f2YV49,300.518
25BJAbbrygZRKyhkFdwKM8SNAsNNB4xcZG2uJ7FtJRKjiXZJ,300.495
21cfGgt3cP1gvkth7gaQHb9hUED7WumiAWj5sioZLBJycF9S,300
25g4wq6bf7W1GdEJBy6PQcBhGuBZW5Egy75Nd4bxwjqkRWSj,300
267zcTFu4FLkFEry2s7QHwxJ1Xk7t2tRLRbE1DFVmcgnRqDM,300
21bhAAtwu4sePEpfQcZLsSbgp2J81TWaKf3uRm9fzDwoist7,299.774
25rMpsSWGrzcqJHxJYpacZS6Jr5WB2whTLTAzaL2iTGtcTHD,295.91
23L3f1SMvYwKwJpnWiufkYVwxxN78UUpcAkDoqmnK1rwmqQX,295.597
25aZCQzMkoXtiUubbKGgmXUK7xvZuFmusHLDDQweyw4z7M4x,292.747
22prg19943VLLyZdRXM7qV7FHgPHvVMUPTS2YoW8jMfBzU7d,292.582
21qbrBRYjMUFFJwSJsiCZsZ8WbDz5Hncr79aBjawZSynDyJq,289.59
24QzN7zq3vKL4mffeB4FwgANv6YTkfqawGxLMr2k6stS1z1z,289.438
21223AMHxPc2a6U7EAxkikmrwi39dZYM4orh4tbCkZ7Xm18K,288.934
23ZHTvwcMD9DQXrdpaH2BFVusekgHUDfCb5gtpkDHJqQPf2p,288.769
2417bf7zSuTEEvwvWbbqVVVoKbqxdqsTwgP4LzvzX3Gh1rbw,285.055
21gzsVrudX6oDAymwJCVjNiCdABWzpp8S53eqMFUj24iQ9AC,281.067
21D2uUNQKdCiomdMDGoeJUttnqGa3URn6UfUVP3x4YHqbRJW,281.058
234fbw5uq7QmhvtFt6ktDDv67UdQdvV4gYnmMnCTrWP67Koe,278.598
24b7d3UgFoSoN6We68tGjwUPqTxQouE5yY9u8zbb6TxXKMSV,276.472
21xaxWqqDFCkYmB2RQ8ffR6GMH6J2Mt6EZ5eBKynvVRzhgeW,276.439
21y5dvEABog3RftQBdwXZ2p9yxnTnHbLTbAmcuinTnuWCBka,275.386
23M5ttkmR6KcoTAAE6gcmibnKFtVaTP5yxnY8HF1BmrJ2A1i,273.446
22EWuiqKTubF5z7yQJfDrFqcVgKkxXyggQ52YFrwDwDB5bdL,271.482
22YrGh7HFPcDz3dYmsSKMBrpJg4tY3qEuRG3geLcBXVfiiRm,266.33
21v6XYdn9ZDtgu4KD1EKdZwaRsMMDqfHwxuvhNcker2S3yRj,266
24Mc7Q39s4aZv1hXL9Z3FHmFYd7e2fJXkTJMZxVKy3hZ5Lrx,263.036
26V2jmUDVuCzLPVKeroyhNhZLdmh3QVd8XpHKFTraUEDV7yi,262.428
214vQDbMfmSZNuno34BYLPgfSeNFXcfKsREtix3rqydDaid5,261.949
243wnbYCWN2NW8yse6dtt6EcgEHiwzwUQyn3dNPifbW2wk1Z,261.709
215JdP3C53RoLN9yEqtwbHxDjgJGzsFHx9apevH192ZMabuz,260.58
25QybADi4TkNLPno46MCZG9iUWPDyo38mdJC9RBDdRUmMg9Y,258.898
23db5MejvbNiH8NT19TnYZucPUSM2vfpmFK6EyarVXgzuX5U,257.426
23Wno86bQkzjgFDiHcumpKfVXiAjdpKVNHGczAPj1JS9gGtV,256.093
22eRREykiVMEz8eJU7gks2Vu2mCnvYe5gVSkRoBLiLqwTdTV,255.734
24jSjv6NTfQzXdu3fgXnATFXTxykyMSs5cCP71ycz5t9yEjN,255.117
22gZW2uRec6syUHK5u2aF5XArVFqWFtTmN9hoFu7Br8UzpU6,252.836
25TRU2abp4Zme9ng4HmSFqquF6QHBcVuhKE9DNTZw5XxBrVT,252.828
22mwPZkVShyzcxzL7GZuEpRYfZsEnaswn6KhZetmXhgQ4pDi,252.795
26MZUxDMkgkM7Z5toz3o35s6UGARi8t1c4Hn5gRxY1kmnECd,250.367
22unVs5E53PAjfkvk545y3oCzmwMY3JYZnUjxFCc31Jdgwym,250
zyjLuupB8eUkFvCSikaw5Xmr69rDf6sNFx9uTttuyi77Uuy,246.178
24KXZk4T52utFVZCEzjrMMxyyYtV4LiUnx6v6EaQ7Q5SSAUn,245.534
24bRQGf53hK7WYEfywLZpD8QZxYdtBVmu7syqibm45d2VDnS,245.443
263dvrZZpSCFZ1qxruXHbcjgnejRs9TnmT2GRudnRDuErJvz,244.989
21PguUeVCRhe1dVnb5hTff2JZVDvBM8gg5o54JaB2waHFKqL,244.358
25p5RFnbBkxTSwoAP6YTxm2HHjUjn3JU6g3E18fg7LmzzADy,242.876
22sieFLWofP9V96s3mpDdeQtrrcLjpKfJCrTvEWJtbTGVvCZ,242.535
23rqmxTJEkTAHkLiYjCe51ohgckA7dcyYKZud1tfBLFyLfk8,238
25mroXLGfZvXBSSXLD1QGZ5mkXscrDD2WfuAyCtX4NETAcNy,236.011
25m8CuKXunLYmj9HS34k6wkzSaQXnosPa429XZqkLByhrGLJ,234.827
25uG6XisruF5tYgwh4KTMajTgRT1B4owcmZrG6bvb4x7cSvZ,234.594
23x5odrSLREd63bqKJDiGhR6jDtF9PL3kJyNRL8nyyUhU8B9,234.34
24W3unoveUDj8G4y8VnBDNT1Cd9CWrGUDbUw14bvqwrWkvP8,233.72
22hnpoULHPkAkMxuWWZ5JSuXdrpuoCrniH7GHqFYBkc5cJMt,232.219
24T3pHMB8JyQftQbHhaoXA52rQS7NUTw7oWLzsdUG8Ln9hNs,223.317
26PYuFA1bhpqz5nBiBWk96eogiUMwJgp3jYs3AnsnaWuQqWK,222.331
2345MPuttjuhroR5EqKqpHsyiYoJU4K1MUiEeJyp4jMTx83v,220.754
22P7KmyJkQiFJfDcJy1WMNiKkrgEeBx5QqW1vNV2VFGq9DQF,220.309
23Bpv5hpuYU3mxroohjLSdL76DPJTX4KWpqtiS1UzDQGPXoj,219.762
258FUX2UVypnFp2DnTiAa8TmCJPBmQjmEhQWcUZVWBahxfkG,218.35
22RcG6DewpWMnDsGzjJ2YJev5XrGuS7Wpye2kumjyprHeaqj,218.136
zvya5TgXNDXHTE1VGtdjM38NmpDaBrKyj6ruN4HhEX9b6Sh,218.041
258SHgyoSz4aMaghYPfkHTEqneo8RqhCzKweWDAMxijrcPjP,216.712
26QL9ozkc1o3ZTUfTvkvRbUKc4tpsEaWXfREr3Adjht2pJp4,215.697
